"From"	"To"
"228095_at"	"PHF14"
"228097_at"	"MYLIP"
"228098_s_at"	"MYLIP"
"228099_at"	"ZNF550"
"228105_at"	NA
"228106_at"	"DCAF16"
"228107_at"	"C8orf88"
"228108_at"	"PPM1L"
"228112_at"	"DNAH1"
"228114_x_at"	"METTL26"
"228116_at"	NA
"228121_at"	"TGFB2"
"228121_at"	"TGFB2"
"228123_s_at"	"ABHD12"
"228124_at"	"ABHD12"
"228125_at"	"ZSCAN30"
"228128_x_at"	"PAPPA"
"228129_at"	"SERBP1"
"228131_at"	"ERCC1"
"228135_at"	"C1orf52"
"228141_at"	"GPX8"
"228142_at"	"UQCR10"
"228144_at"	"ZNF300"
"228145_s_at"	"ZNF398"
"228148_at"	"ZNF584"
"228149_at"	"BMT2"
"228150_at"	"SEC16B"
"228151_at"	"ARL15"
"228152_s_at"	"DDX60L"
"228153_at"	"RNF144B"
"228155_at"	"PRXL2A"
"228156_at"	"ZNF782"
"228157_at"	"ZNF207"
"228158_at"	"LSP1P5"
"228159_at"	"WDFY2"
"228160_at"	"LINC00667"
"228164_at"	"AP4E1"
"228168_at"	"ATP5MC3"
"228171_s_at"	"PLEKHG4"
"228173_at"	"GNAS"
"228174_at"	"SCAI"
"228175_at"	"SLC4A8"
"228176_at"	"S1PR3"
"228177_at"	"CREBBP"
"228180_at"	NA
"228181_at"	"SLC30A1"
"228183_s_at"	"RPAIN"
"228184_at"	"DISP1"
"228185_at"	"ZNF25"
"228186_s_at"	"RSPO3"
"228188_at"	"FOSL2"
"228189_at"	"BAG4"
"228190_at"	"ATG4C"
"228191_at"	"FLVCR1"
"228196_s_at"	NA
"228200_at"	"ZNF252P"
"228201_at"	"ARL13B"
"228204_at"	"PSMB4"
"228208_x_at"	"ZNF354C"
"228210_at"	"NXPH3"
"228217_s_at"	"PSMG4"
"228220_at"	"FCHO2"
"228222_at"	"PPP1CB"
"228224_at"	"PRELP"
"228225_at"	"PEX2"
"228226_s_at"	"ZNF775"
"228228_at"	"DACT3"
"228231_at"	"SNX8"
"228234_at"	"TICAM2"
"228234_at"	"TMED7"
"228235_at"	"MIR503HG"
"228238_at"	"GAS5"
"228239_at"	"SMIM11"
"228239_at"	"LOC102723553"
"228240_at"	"AGAP1"
"228242_at"	"N4BP2"
"228244_at"	"BLOC1S3"
"228245_s_at"	"OVOS2"
"228245_s_at"	"LOC408186"
"228245_s_at"	"LOC728715"
"228247_at"	"LOC283788"
"228248_at"	"RICTOR"
"228249_at"	"IFTAP"
"228250_at"	"FNIP1"
"228251_at"	"CHAF1A"
"228253_at"	"LOXL3"
"228254_at"	"STAM2"
"228257_at"	"ANKRD52"
"228263_at"	"TAMALIN"
"228264_at"	"ACCS"
"228266_s_at"	"HDGFL3"
"228271_at"	NA
"228272_at"	"DNLZ"
"228273_at"	"PRR11"
"228275_at"	"LINC00888"
"228277_at"	"FBXL19"
"228278_at"	"NFIX"
"228280_at"	"ZC3HAV1L"
"228282_at"	"MFSD8"
"228283_at"	"CMC1"
"228284_at"	"TLE1"
"228291_s_at"	"KIZ"
"228293_at"	"DEPDC7"
"228297_at"	NA
"228299_at"	"KCTD20"
"228301_x_at"	"NDUFB10"
"228304_at"	"RBM43"
"228305_at"	"ZNF565"
"228306_at"	"CNIH4"
"228307_at"	"EMILIN3"
"228308_at"	"FKBP11"
"228310_at"	"ENAH"
"228311_at"	"BCL6B"
"228312_at"	"PI16"
"228314_at"	"LRRC8C"
"228315_at"	"ZMAT3"
"228318_s_at"	NA
"228323_at"	"KNL1"
"228324_at"	"CARNMT1"
"228326_at"	"WDR27"
"228327_x_at"	"MEIS3"
"228328_at"	"KLHL28"
"228330_at"	"ZUP1"
"228332_s_at"	"SELENOH"
"228333_at"	"ZEB2"
"228334_x_at"	"CEP44"
"228335_at"	"CLDN11"
"228336_at"	"PWWP2A"
"228339_at"	"ECSCR"
"228340_at"	"TLE3"
"228341_at"	"NUDT16"
"228345_at"	"CHIC1"
"228346_at"	"ZNF844"
"228347_at"	"SIX1"
"228348_at"	"LINS1"
"228355_s_at"	"NDUFAF2"
"228356_at"	"ANKRD11"
"228357_at"	"UNK"
"228361_at"	"E2F2"
"228363_at"	"XIAP"
"228365_at"	"CPNE8"
"228368_at"	"ARHGAP20"
"228370_at"	NA
"228372_at"	"TMEM273"
"228373_at"	"C16orf72"
"228374_at"	"R3HCC1L"
"228376_at"	"GGTA1"
"228378_at"	"C12orf29"
"228379_at"	"NUTF2"
"228385_at"	"DDX59"
"228386_s_at"	"DDX59"
"228387_at"	"LINC01355"
"228389_at"	NA
"228390_at"	"RAB30"
"228391_at"	"KLKB1"
"228391_at"	"CYP4V2"
"228392_at"	"ZNF302"
"228393_s_at"	"ZNF302"
"228396_at"	"PRKG1"
"228397_at"	"TUG1"
"228401_at"	"ATAD2"
"228402_at"	"ZBED3"
"228408_s_at"	"SDAD1"
"228410_at"	"GAB3"
"228415_at"	"AP1S2"
"228416_at"	"ACVR2A"
"228418_at"	"EXOC5"
"228423_at"	"MAP9"
"228434_at"	"BTNL9"
"228438_at"	"MSC"
"228442_at"	"NFATC2"
"228443_s_at"	"KMT5A"
"228446_at"	"KIAA2026"
"228452_at"	"GID4"
"228453_at"	"EPG5"
"228454_at"	"LCOR"
"228455_at"	"RBM15"
"228456_s_at"	"CDS2"
"228458_at"	"C6orf226"
"228460_at"	"ZNF319"
"228461_at"	"SH3RF3"
"228465_at"	NA
"228466_at"	"GABPB2"
"228468_at"	"MASTL"
"228471_at"	"ANKRD44"
"228477_at"	"ARGLU1"
"228478_at"	"SPPL2A"
"228479_at"	"SOAT1"
"228480_at"	"VAPA"
"228481_at"	NA
"228483_s_at"	"TAF9B"
"228486_at"	"SLC44A1"
"228487_s_at"	NA
"228488_at"	"TBC1D16"
"228495_at"	"GPATCH11"
"228496_s_at"	"CRIM1"
"228498_at"	NA
"228501_at"	"GALNT15"
"228512_at"	"PTCD3"
"228516_at"	"CDAN1"
"228519_x_at"	"CIRBP"
"228520_s_at"	"APLP2"
"228521_s_at"	"RAB4B"
"228521_s_at"	"MIA"
"228531_at"	"SAMD9"
"228532_at"	"C1orf162"
"228535_at"	"RAD1"
"228536_at"	"PRMT9"
"228537_at"	"GLI2"
"228539_at"	NA
"228540_at"	"QKI"
"228541_x_at"	"NGRN"
"228542_at"	"MRS2"
"228543_at"	"PET117"
"228544_s_at"	"KAT14"
"228544_s_at"	"PET117"
"228545_at"	"ZNF148"
"228548_at"	"RAP1A"
"228549_at"	"TMEM63A"
"228555_at"	"CAMK2D"
"228559_at"	"CENPN"
"228562_at"	"ZBTB10"
"228564_at"	"LINC01116"
"228567_at"	"GAN"
"228569_at"	"PAPOLA"
"228571_at"	"RBAK"
"228572_at"	"GRB2"
"228573_at"	"ANTXR2"
"228577_x_at"	"ODF2L"
"228578_at"	"RBM45"
"228580_at"	"HTRA3"
"228582_x_at"	"MALAT1"
"228583_at"	"LIN52"
"228584_at"	"SGCB"
"228587_at"	"FAM83G"
"228588_s_at"	"UBE2B"
"228590_at"	"PTCD3"
"228593_at"	"MTMR9LP"
"228594_at"	"NADK2"
"228595_at"	"HSD17B1"
"228597_at"	"MIS18A"
"228601_at"	"HAGLR"
"228602_at"	"SGCD"
"228603_at"	"ACTR3"
"228605_at"	"UBXN2A"
"228606_at"	"DYNLT2B"
"228611_s_at"	NA
"228612_at"	"RAB30"
"228613_at"	"RAB11FIP3"
"228614_at"	"MTLN"
"228615_at"	"FBXO25"
"228617_at"	"XAF1"
"228619_x_at"	"TIPRL"
"228620_at"	"CHROMR"
"228622_s_at"	"DNAJC4"
"228623_at"	NA
"228628_at"	"SRGAP2B"
"228630_at"	"ZNF84"
"228633_s_at"	"CNTROB"
"228638_at"	NA
"228640_at"	"PCDH7"
"228641_at"	"CARD8"
"228642_at"	"HOTAIRM1"
"228647_at"	"NINJ2"
"228650_at"	"POLR2D"
"228652_at"	"ZNF776"
"228653_at"	"SAMD5"
"228654_at"	"SPIN4"
"228661_s_at"	"LOC102606465"
"228662_at"	"SOCS7"
"228664_at"	"TRIM52"
"228665_at"	"CYYR1"
"228667_at"	"AGPAT4"
"228670_at"	"TEP1"
"228674_s_at"	"EML4"
"228680_at"	"KIF3A"
"228690_s_at"	"NDUFA11"
"228693_at"	"CCDC50"
"228694_at"	"AQR"
"228697_at"	"HINT3"
"228698_at"	"SOX7"
"228700_at"	"CXorf38"
"228702_at"	"LINC"
"228703_at"	"P4HA3"
"228708_at"	"RAB27B"
"228710_at"	NA
"228711_at"	"ZNF37A"
"228718_at"	"ZNF44"
"228719_at"	"ZSWIM7"
"228722_at"	"PRMT2"
"228723_at"	"NPTN"
"228725_x_at"	"PRMT2"
"228726_at"	"SERPINB1"
"228728_at"	"CPED1"
"228729_at"	"CCNB1"
"228730_s_at"	"SCRN2"
"228731_at"	"GUCY1A2"
"228732_at"	"GUCY1A2"
"228733_at"	"PUSL1"
"228736_at"	"HELQ"
"228737_at"	"TOX2"
"228738_at"	"D2HGDH"
"228744_at"	"HAUS2"
"228745_at"	"SGTB"
"228746_s_at"	NA
"228750_at"	"COL14A1"
"228751_at"	"CLK4"
"228752_at"	"CRACR2A"
"228754_at"	"SLC6A6"
"228755_at"	"GIGYF1"
"228758_at"	"BCL6"
"228759_at"	"CREB3L2"
"228760_at"	"SRSF8"
"228762_at"	"LFNG"
"228763_at"	"MDP1"
"228763_at"	"NEDD8"
"228764_s_at"	"MDP1"
"228764_s_at"	"NEDD8"
"228765_at"	"GTF2IRD2"
"228766_at"	"CD36"
"228768_at"	"FNIP1"
"228771_at"	"GRK3"
"228772_at"	"HNMT"
"228774_at"	"CEP78"
"228775_at"	"EMC3"
"228776_at"	"GJC1"
"228783_at"	"BVES"
"228785_at"	"ZNF281"
"228790_at"	"FAM110B"
"228791_at"	"ARPIN"
"228793_at"	"JMJD1C"
"228798_x_at"	"MAZ"
"228801_at"	"ORMDL1"
"228805_at"	"SIMC1"
"228810_at"	"CCNYL1"
"228812_at"	"REL"
"228816_at"	"ATP6AP1L"
"228817_at"	"ALG9"
"228821_at"	"ST6GAL2"
"228822_s_at"	"USP16"
"228823_at"	"POLR2J2"
"228824_s_at"	"PTGR1"
"228827_at"	"RUNX1T1"
"228832_at"	"FLJ20021"
"228834_at"	NA
"228835_at"	"TMEM59"
"228837_at"	"TCF4"
"228839_s_at"	"LOC642361"
"228841_at"	"LYRM7"
"228842_at"	NA
"228843_at"	"ARL10"
"228850_s_at"	"SLIT2"
"228851_s_at"	"ENSA"
"228853_at"	"STYX"
"228854_at"	NA
"228859_at"	"ZGRF1"
"228863_at"	"PCDH17"
"228866_at"	NA
"228867_at"	"TATDN3"
"228868_x_at"	"CDT1"
"228879_at"	"SNORD104"
"228879_at"	"SNHG25"
"228882_at"	"TUB"
"228885_at"	"MAMDC2"
"228904_at"	"HOXB3"
"228905_at"	"PCM1"
"228907_at"	NA
"228909_at"	"LINC00205"
"228913_at"	"TPT1"
"228914_at"	NA
"228919_at"	NA
"228920_at"	"ZNF260"
"228927_at"	"ZNF397"
"228928_x_at"	"BANP"
"228929_at"	"DNASE1"
"228930_at"	"SNHG21"
"228931_at"	"COQ4"
"228932_at"	"AGO3"
"228933_at"	"NHS"
"228937_at"	"LACC1"
"228941_at"	"ALG10B"
"228944_at"	NA
"228946_at"	"INTU"
"228949_at"	"WLS"
"228950_s_at"	"WLS"
"228953_at"	"WHAMM"
"228959_at"	"PDK3"
"228961_at"	"MIER3"
"228963_at"	"RSBN1L"
"228964_at"	"PRDM1"
"228967_at"	"EIF1"
"228968_at"	"ZNF449"
"228970_at"	"ZBTB8OS"
"228971_at"	"SLC25A3"
"228972_at"	"PITPNA"
"228974_at"	"ZNF677"
"228977_at"	NA
"228980_at"	"RFFL"
"228980_at"	"RAD51L3"
"228988_at"	"ZNF711"
"228990_at"	"SNHG12"
"228991_at"	"CDK13"
"228992_at"	"MED28"
"228993_s_at"	"BBIP1"
"228997_at"	"TRNAU1AP"
"228999_at"	"CHD2"
"229001_at"	"PPP1R3E"
"229007_at"	"LOC283788"
"229009_at"	"SIX5"
"229011_at"	"EMP1"
"229014_at"	"NR2F1"
"229017_s_at"	"DSTYK"
"229018_at"	"METTL25"
"229022_at"	"ZFX"
"229024_at"	"RNF150"
"229025_s_at"	"IMMP1L"
"229026_at"	"LOC105379173"
"229027_at"	"PPM1A"
"229031_at"	NA
"229033_s_at"	"PWWP3A"
"229036_at"	"TNRC6B"
"229043_at"	"TENT4B"
"229050_s_at"	"SNHG7"
"229061_s_at"	"SLC25A13"
"229063_s_at"	"CCDC107"
"229067_at"	NA
"229068_at"	"CCT5"
"229072_at"	"RAB30"
"229074_at"	"EHD4"
"229076_s_at"	"TOMM22"
"229083_at"	"HNRNPA0"
"229097_at"	"DIAPH3"
"229099_at"	"UQCC3"
"229101_at"	"IL17RA"
"229111_at"	NA
"229113_s_at"	"FAAP20"
"229114_at"	"GAB1"
"229115_at"	"DYNC1H1"
"229119_s_at"	"ZSWIM7"
"229120_s_at"	"CDC42SE1"
"229121_at"	"CMKLR1"
"229123_at"	"ZNF224"
"229126_at"	"TMEM19"
"229127_at"	"JAM2"
"229128_s_at"	"ANP32E"
"229129_at"	"HNRNPD"
"229130_at"	NA
"229138_at"	"PARP11"
"229140_at"	"ZNF579"
"229141_at"	"WDR33"
"229142_s_at"	"BBS1"
"229144_at"	"KAZN"
"229145_at"	"ANAPC16"
"229153_at"	"SLC7A6OS"
"229164_s_at"	"ABTB1"
"229167_at"	"PURA"
"229172_at"	"HSPA12B"
"229173_at"	"LNPK"
"229174_at"	"C3orf38"
"229175_at"	"SMYD4"
"229181_s_at"	"HAUS2"
"229192_s_at"	"TBCD"
"229193_at"	"LUC7L3"
"229194_at"	"PCGF5"
"229202_at"	"PCNX2"
"229204_at"	NA
"229206_at"	NA
"229210_at"	"RNASEH2B"
"229211_at"	"DUSP28"
"229218_at"	"COL1A2"
"229220_x_at"	"NOM1"
"229222_at"	"ACSS3"
"229225_at"	"NRP2"
"229228_at"	"CREB5"
"229231_at"	"LRRC37B"
"229232_at"	"LRRC57"
"229235_at"	"NFATC2IP"
"229236_s_at"	"SFXN4"
"229246_at"	"SRSF1"
"229247_at"	"FBLN7"
"229250_at"	"TPCN2"
"229253_at"	"THEM4"
"229256_at"	"PGM2L1"
"229261_at"	NA
"229265_at"	"SKI"
"229267_at"	"ANAPC1"
"229268_at"	"OTULIN"
"229269_x_at"	"SSBP4"
"229272_at"	"FNBP4"
"229274_at"	"GNAS"
"229280_s_at"	"CASC15"
"229285_at"	"RNASEL"
"229287_at"	"PCNX1"
"229293_at"	NA
"229295_at"	"IL17RA"
"229297_at"	"GPATCH2L"
"229299_at"	"NADK2"
"229303_at"	"SF3B1"
"229304_s_at"	"CENPU"
"229307_at"	"ANKRD28"
"229310_at"	"KLHL29"
"229317_at"	"KPNA5"
"229319_at"	NA
"229321_s_at"	NA
"229322_at"	"PPP2R5E"
"229324_x_at"	"ISYNA1"
"229325_at"	"ZZZ3"
"229327_s_at"	NA
"229333_at"	"GMPS"
"229334_at"	"RUFY3"
"229336_at"	"ST3GAL2"
"229342_at"	"NCBP3"
"229344_x_at"	"RIMKLB"
"229348_at"	"UBIAD1"
"229350_x_at"	"PARP10"
"229351_at"	"USP49"
"229353_s_at"	"NUCKS1"
"229355_at"	"UBE2D3"
"229356_x_at"	"INO80"
"229357_at"	"ADAMTS5"
"229366_at"	NA
"229367_s_at"	"GIMAP6"
"229371_at"	NA
"229383_at"	"MARCHF1"
"229384_at"	NA
"229389_at"	"ATG16L2"
"229390_at"	"CALHM6"
"229391_s_at"	"CALHM6"
"229394_s_at"	"ARHGAP35"
"229395_at"	"STX4"
"229398_at"	"RAB18"
"229400_at"	"HOXD10"
"229404_at"	"TWIST2"
"229405_at"	"KIF7"
"229410_at"	"SLC35E1"
"229419_at"	"FBXW7"
"229420_at"	"LINC02067"
"229422_at"	"NRDC"
"229428_at"	"TIMM23"
"229428_at"	"TIMM23B"
"229429_x_at"	"LINC00623"
"229433_at"	"RBM26"
"229434_at"	NA
"229435_at"	"GLIS3"
"229436_x_at"	"BRCC3"
"229437_at"	"MIR155HG"
"229441_at"	"PRSS23"
"229442_at"	"C18orf54"
"229447_x_at"	"NBPF11"
"229447_x_at"	"NBPF8"
"229447_x_at"	"NBPF19"
"229449_at"	"TPST2"
"229450_at"	"IFIT3"
"229460_at"	"FAM126B"
"229461_x_at"	"NEGR1"
"229465_s_at"	NA
"229467_at"	"PCBP2"
"229468_at"	"CDK3"
"229468_at"	"TEN1"
"229470_at"	NA
"229483_at"	NA
"229487_at"	"EBF1"
"229490_s_at"	NA
"229497_at"	"ANKDD1A"
"229498_at"	"MBNL3"
"229501_s_at"	"USP8"
"229504_at"	"RAB23"
"229507_at"	"INKA1"
"229511_at"	"SMARCE1"
"229512_at"	"FAM120C"
"229514_at"	"GPATCH2L"
"229517_at"	"PTPDC1"
"229519_at"	"FXR1"
"229520_s_at"	"GPATCH2L"
"229521_at"	"CCDC71L"
"229528_at"	"SBNO1"
"229530_at"	"GUCY1A1"
"229531_at"	NA
"229532_at"	"ZNF502"
"229533_x_at"	"ZNF680"
"229538_s_at"	"IQGAP3"
"229549_at"	"CALU"
"229551_x_at"	"ZNF367"
"229553_at"	"PGM2L1"
"229554_at"	"LUM"
"229558_at"	"KNOP1"
"229560_at"	"TLR8"
"229561_at"	"CARMIL3"
"229563_s_at"	"RPL10A"
"229571_at"	NA
"229573_at"	"USP9X"
"229574_at"	"TRA2A"
"229581_at"	"ELFN1"
"229582_at"	"INO80C"
"229585_at"	"ADAMTSL1"
"229586_at"	"CHD9"
"229593_at"	"MACROH2A1"
"229594_at"	"SPTY2D1"
"229595_at"	"CHCHD4"
"229605_at"	"CYB5RL"
"229606_at"	NA
"229610_at"	"CKAP2L"
"229611_at"	"LMLN"
"229614_at"	"ZNF320"
"229615_at"	"SLX4IP"
"229618_at"	"SNX16"
"229623_at"	"TMEM150C"
"229624_at"	"OPA3"
"229630_s_at"	"WTAP"
"229632_s_at"	"INTS10"
"229637_at"	"RIC8B"
"229638_at"	"IRX3"
"229640_x_at"	"LOC105370109"
"229642_at"	"ARHGEF7"
"229647_at"	"NDUFS1"
"229650_s_at"	"SMIM7"
"229663_at"	"LONP2"
"229664_at"	"MAPK8"
"229665_at"	"CSTF3"
"229666_s_at"	"CSTF3"
"229670_at"	"RCSD1"
"229673_at"	"GPATCH2L"
"229676_at"	"MTPAP"
"229679_at"	"C12orf76"
"229689_s_at"	NA
"229690_at"	"PHETA1"
"229692_at"	NA
"229693_at"	"TMEM220"
"229694_at"	"WDR11"
"229699_at"	"LINC02035"
"229700_at"	"ZNF738"
"229704_at"	NA
"229710_at"	"ERCC6L2"
"229711_s_at"	"MDM2"
"229713_at"	"PIP4K2A"
"229732_at"	"ZNF823"
"229733_s_at"	NA
"229742_at"	"C15orf61"
"229743_at"	"ZNF438"
"229746_x_at"	"CEBPZOS"
"229748_x_at"	"MAFIP"
"229748_x_at"	"TEKT4P2"
"229748_x_at"	"LOC100233156"
"229748_x_at"	"LOC105379554"
"229750_at"	"POU2F2"
"229751_s_at"	"PUS7L"
"229757_at"	"NAF1"
"229758_at"	"TIGD5"
"229765_at"	"ZNF207"
"229766_at"	"ZNF445"
"229773_at"	"SNAP23"
"229784_at"	"MIR503HG"
"229787_s_at"	"OGT"
"229794_at"	"ZNF585A"
"229795_at"	NA
"229796_at"	"SIX4"
"229797_at"	"MCOLN3"
"229798_s_at"	"BRI3"
"229800_at"	"DCLK1"
"229802_at"	"CCN4"
"229803_s_at"	"NUDT3"
"229803_s_at"	"RPS10"
"229804_x_at"	"CBWD2"
"229813_x_at"	"DAZAP1"
"229817_at"	"ZNF608"
"229826_at"	"SMIM4"
"229828_at"	"CDC73"
"229830_at"	NA
"229833_at"	"ALOX12"
"229835_s_at"	"PRELID3B"
"229838_at"	"NUCB2"
"229839_at"	"SCARA5"
"229841_at"	NA
"229844_at"	"FOXP1"
"229846_s_at"	"MAPKAP1"
"229850_at"	"KDSR"
"229851_s_at"	"C11orf54"
"229858_at"	NA
"229860_x_at"	"C4orf48"
"229863_s_at"	"ELP6"
"229869_at"	NA
"229871_at"	"SAMD4B"
"229872_s_at"	"LOC100996720"
"229872_s_at"	"LOC100996740"
"229874_x_at"	"LOC105376805"
"229878_at"	"CEP295"
"229879_at"	"ASPH"
"229884_s_at"	"MRPL2"
"229885_at"	"RSF1"
"229891_x_at"	"GPALPP1"
"229893_at"	"FRMD3"
"229898_at"	"SNX33"
"229900_at"	"CD109"
"229903_x_at"	"RNPC3"
"229905_at"	"RAP1GDS1"
"229908_s_at"	"UNKL"
"229910_at"	"SHE"
"229912_at"	"SDK1"
"229930_at"	"LINC01315"
"229937_x_at"	"LILRB1"
"229942_at"	"BNC2"
"229943_at"	"TRIM13"
"229947_at"	"PI15"
"229949_at"	NA
"229957_at"	"TMEM91"
"229962_at"	"LRRC37A3"
"229966_at"	"EWSR1"
"229968_at"	NA
"229969_at"	"SEC63"
"229980_s_at"	"SNX5"
"229981_at"	"SNX5"
"229982_at"	"QSER1"
"229983_at"	"TIGD2"
"229984_at"	"DTWD1"
"229991_s_at"	"SYTL4"
"229997_at"	"VANGL1"
"229998_x_at"	"EVA1B"
"230000_at"	"RNF213"
"230002_at"	"GPSM2"
"230003_at"	"SLC16A7"
"230004_at"	"USP24"
"230019_s_at"	"DISP3"
"230023_at"	"NSUN4"
"230024_at"	"AARS2"
"230027_s_at"	"MRPL43"
"230028_at"	"KHDC4"
"230029_x_at"	"UBR3"
"230031_at"	"HSPA5"
"230032_at"	"OSGEPL1"
"230036_at"	"SAMD9L"
"230046_at"	"SPRED3"
"230047_at"	"ARHGAP42"
"230058_at"	"ENTR1"
"230061_at"	"TM4SF18"
"230063_at"	"ZNF264"
"230064_at"	NA
"230069_at"	"SFXN1"
"230071_at"	"SEPTIN11"
"230073_at"	NA
"230077_at"	"SDHA"
"230077_at"	"SDHAP4"
"230077_at"	"SDHAP1"
"230077_at"	"SDHAP2"
"230078_at"	"RAPGEF6"
"230082_at"	NA
"230083_at"	"USP53"
"230085_at"	"PDK3"
"230097_at"	"GART"
"230098_at"	"PHF20L1"
"230099_at"	NA
"230102_at"	"ETV5"
"230108_at"	"ERCC6"
"230109_at"	"PDE7B"
"230130_at"	"SLIT2"
"230131_x_at"	"ARSD"
"230141_at"	"ARID4A"
"230142_s_at"	"CIRBP"
"230161_at"	NA
"230164_at"	"ZNF621"
"230165_at"	"SGO2"
"230167_at"	"ADAMTS14"
"230172_at"	"IFI27L1"
"230174_at"	"LYPLAL1"
"230175_s_at"	"ST3GAL6"
"230176_at"	"UEVLD"
"230177_at"	"GTF2H2"
"230177_at"	"GTF2H2B"
"230177_at"	"GTF2H2C"
"230178_s_at"	"ELP2"
"230179_at"	NA
"230180_at"	"DDX17"
"230183_at"	"EXT1"
"230192_at"	"TRIM13"
"230194_at"	"LRPPRC"
"230200_at"	"NSUN6"
"230206_at"	"DOCK5"
"230207_s_at"	"DOCK5"
"230213_at"	"TRIR"
"230218_at"	"HIC1"
"230228_at"	"SSC5D"
"230229_at"	"DLG1"
"230233_at"	NA
"230235_at"	"MCTS1"
"230239_at"	"ROCK1"
"230250_at"	"PTPRB"
"230254_at"	"CALHM5"
"230257_s_at"	"TSEN15"
"230261_at"	"ST8SIA4"
"230263_s_at"	"DOCK5"
"230264_s_at"	"AP1S2"
"230265_at"	NA
"230270_at"	"PRPF38B"
"230291_s_at"	NA
"230292_at"	NA
"230296_at"	"MOSMO"
"230298_at"	"MBLAC2"
"230304_at"	NA
"230306_at"	"VPS26B"
"230313_at"	NA
"230320_at"	"TBRG1"
"230322_at"	"NFAM1"
"230326_s_at"	"HIKESHI"
"230329_s_at"	"NUDT6"
"230332_at"	"ZCCHC7"
"230333_at"	NA
"230337_at"	"SOS1"
"230341_x_at"	"ADAMTS10"
"230345_at"	"SEMA7A"
"230350_at"	"TIAL1"
"230352_at"	"PRPS2"
"230355_at"	"SEPTIN7P2"
"230364_at"	"CHPT1"
"230369_at"	"GPR161"
"230370_x_at"	"STYXL1"
"230372_at"	"HAS2"
"230375_at"	"PNISR"
"230379_x_at"	"NDUFAF7"
"230383_x_at"	"SLFN5"
"230387_at"	NA
"230388_s_at"	"KANSL1"
"230389_at"	"FNBP1"
"230391_at"	"CD84"
"230395_at"	"METTL9"
"230405_at"	"IRF1"
"230407_at"	"SBNO1"
"230413_s_at"	NA
"230416_at"	"PDZD8"
"230422_at"	"FPR3"
"230424_at"	"NREP"
"230426_at"	"DLD"
"230434_at"	"PHOSPHO2"
"230435_at"	"FAM228B"
"230438_at"	"TBX15"
"230440_at"	"ZNF469"
"230449_x_at"	"VPS13B"
"230454_at"	"ICA1L"
"230456_at"	NA
"230461_s_at"	NA
"230466_s_at"	"RASSF3"
"230479_at"	"EIF3F"
"230490_x_at"	"RSU1"
"230492_s_at"	"GPCPD1"
"230494_at"	"SLC20A1"
"230503_at"	NA
"230509_at"	"SNX22"
"230528_s_at"	"CENPBD2P"
"230532_at"	"CXorf38"
"230550_at"	"MS4A6A"
"230560_at"	"STXBP6"
"230576_at"	"BLOC1S3"
"230588_s_at"	"RMND5A"
"230588_s_at"	"ANAPC1P2"
"230588_s_at"	"ANAPC1P4"
"230590_at"	NA
"230599_at"	NA
"230610_at"	NA
"230618_s_at"	NA
"230619_at"	"ARNT"
"230620_at"	"USP27X"
"230621_at"	"IAH1"
"230623_x_at"	"USP28"
"230624_at"	"SLC25A27"
"230630_at"	"AK4"
"230640_at"	"FMNL3"
"230648_at"	"LINC00926"
"230651_at"	NA
"230653_at"	"LOC105369228"
"230656_s_at"	"UTP4"
"230659_at"	NA
"230660_at"	"SERTAD4"
"230663_at"	NA
"230664_at"	"H2BW4P"
"230664_at"	"H2BW3P"
"230669_at"	"RASA2"
"230689_at"	NA
"230703_at"	NA
"230708_at"	"PRICKLE1"
"230712_at"	"NBPF1"
"230712_at"	"LOC102724250"
"230713_at"	NA
"230714_s_at"	NA
"230722_at"	"BNC2"
"230728_at"	"FKBP14"
"230730_at"	"SGCD"
"230733_at"	NA
"230734_x_at"	"STRN"
"230735_at"	NA
"230739_at"	"FAM210A"
"230741_at"	"P2RX7"
"230742_at"	"RBM5"
"230744_at"	"FSTL1"
"230746_s_at"	NA
"230756_at"	"ZNF683"
"230759_at"	"SNX14"
"230761_at"	NA
"230777_s_at"	"PRDM15"
"230779_at"	"TNRC6B"
"230790_x_at"	NA
"230791_at"	NA
"230793_at"	"CARMIL1"
"230795_at"	NA
"230800_at"	"ADCY4"
"230815_at"	"LOC389765"
"230820_at"	"SMURF2"
"230836_at"	"ST8SIA4"
"230848_s_at"	NA
"230860_at"	"CEP19"
"230868_at"	NA
"230871_at"	"DHX30"
"230872_s_at"	"TTLL3"
"230872_s_at"	"ARPC4"
"230875_s_at"	"ATP11A"
"230880_at"	NA
"230884_s_at"	"SPG7"
"230885_at"	"SPG7"
"230886_at"	NA
"230892_at"	NA
"230893_at"	"DNAJC21"
"230906_at"	"GALNT10"
"230918_at"	"GALK2"
"230921_s_at"	"MAP3K12"
"230925_at"	"APBB1IP"
"230938_x_at"	"ATF5"
"230945_at"	NA
"230946_at"	"FMN2"
"230958_s_at"	NA
"230961_at"	NA
"230966_at"	"IL4I1"
"230970_at"	NA
"230972_at"	"ANKRD9"
"230987_at"	NA
"230999_at"	NA
"231001_at"	"FIBIN"
"231002_s_at"	"RABEP1"
"231005_at"	NA
"231016_s_at"	"ARNT"
"231017_at"	"STK11"
"231024_at"	"PGM5"
"231034_s_at"	NA
"231045_x_at"	"SELENOH"
"231056_at"	NA
"231057_at"	NA
"231059_x_at"	"SCAND1"
"231067_s_at"	"AKAP12"
